Country,Type,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,g1971,g1972,g1973,g1974,g1975,g1976,g1977,g1978,g1979,g1980,g1981,g1982,g1983,g1984,g1985,g1986,g1987,g1988,g1989,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,g2015,g2016,g2017,g2018,g2019,g2020,g2021,g2022,g2023,g2024,g2025,g2026,g2027,g2028,g2029,g2030,g2031,g2032,g2033
Eritrea,C,478.67,477.85,476.42,469.39,470.99,472.56,472.80,474.10,478.95,485.12,492.73,489.35,486.06,482.72,479.42,476.07,496.45,518.36,514.61,510.54,513.59,585.19,666.41,722.65,781.95,896.04,875.91,930.82,976.14,972.31,954.48,813.72,852.11,838.36,778.65,763.48,734.83,726.84,638.07,645.35,644.62,685.64,720.58,740.89,750.87,762.85,770.77,802.68,829.07,847.09,804.84,814.69,827.54,841.01,858.46,876.77,895.97,915.45,934.43,952.88,969.79,987.01,1004.53,1022.36,-.17,-.30,-1.47,.34,.33,.05,.28,1.02,1.29,1.57,-.69,-.67,-.69,-.68,-.70,4.28,4.41,-.72,-.79,.60,13.94,13.88,8.44,8.20,14.59,-2.25,6.27,4.87,-.39,-1.83,-14.75,4.72,-1.61,-7.12,-1.95,-3.75,-1.09,-12.21,1.14,-.11,6.36,5.10,2.82,1.35,1.60,1.04,4.14,3.29,2.17,-4.99,1.22,1.58,1.63,2.07,2.13,2.19,2.17,2.07,1.97,1.78,1.78,1.78,1.78
Ethiopia,C,,,,,,,,,,294.40,303.01,289.48,279.12,293.23,289.15,253.07,271.12,298.58,289.84,279.59,278.63,249.10,219.94,242.92,244.05,251.53,274.98,276.40,260.25,266.82,275.91,291.33,288.16,274.57,303.66,330.69,356.92,387.24,417.55,442.10,484.09,523.23,552.47,594.01,636.36,682.61,726.68,774.71,805.66,850.01,878.73,904.82,916.18,941.50,975.27,1017.34,1063.63,1106.26,1149.51,1195.63,1241.26,1288.67,1337.89,1389.00,,,,,,,,,,2.92,-4.46,-3.58,5.05,-1.39,-12.48,7.13,10.13,-2.93,-3.54,-.34,-10.60,-11.70,10.45,.46,3.07,9.32,.52,-5.84,2.52,3.41,5.59,-1.09,-4.72,10.59,8.90,7.93,8.49,7.83,5.88,9.50,8.09,5.59,7.52,7.13,7.27,6.46,6.61,4.00,5.51,3.38,2.97,1.26,2.76,3.59,4.31,4.55,4.01,3.91,4.01,3.82,3.82,3.82,3.82
Gabon,C,6395.42,6893.72,7496.86,7920.11,10364.26,11384.18,14522.75,12348.94,9114.38,9194.61,9541.59,9786.44,9181.58,9380.50,9748.30,9195.96,8834.56,7135.61,7877.32,8366.00,8612.81,8919.44,8568.05,8503.48,8680.11,9028.93,9183.38,9488.42,9596.53,8493.99,8082.02,8057.61,7866.06,7865.66,7701.27,7657.94,7203.76,7371.10,6873.36,6635.58,6848.66,7086.45,7207.08,7337.35,7386.57,7421.77,7341.79,7161.23,7021.49,7070.46,6769.73,6707.46,6724.63,6762.40,6814.67,6862.05,6904.53,6951.77,6999.34,7047.24,7102.40,7158.00,7214.03,7270.50,7.79,8.75,5.65,30.86,9.84,27.57,-14.97,-26.19,.88,3.77,2.57,-6.18,2.17,3.92,-5.67,-3.93,-19.23,10.39,6.20,2.95,3.56,-3.94,-.75,2.08,4.02,1.71,3.32,1.14,-11.49,-4.85,-.30,-2.38,-.01,-2.09,-.56,-5.93,2.32,-6.75,-3.46,3.21,3.47,1.70,1.81,.67,.48,-1.08,-2.46,-1.95,.70,-4.25,-.92,.26,.56,.77,.70,.62,.68,.68,.68,.78,.78,.78,.78
Kenya,C,735.43,868.70,982.33,1003.81,1007.32,979.20,963.15,1014.30,1042.75,1078.49,1094.13,1091.56,1065.85,1039.38,1018.72,1024.46,1059.97,1085.36,1115.52,1131.57,1143.54,1123.89,1075.56,1046.75,1048.48,1066.71,1082.13,1058.25,1063.32,1058.41,1036.17,1045.21,1020.66,1020.15,1040.43,1068.76,1103.23,1143.18,1111.17,1113.24,1171.31,1205.48,1224.37,1263.09,1297.49,1338.06,1384.61,1419.18,1474.88,1519.56,1482.75,1560.07,1600.46,1638.58,1693.55,1746.29,1801.96,1860.26,1920.45,1982.58,2048.73,2113.07,2179.42,2247.86,18.12,13.08,2.19,.35,-2.79,-1.64,5.31,2.81,3.43,1.45,-.24,-2.36,-2.48,-1.99,.56,3.47,2.40,2.78,1.44,1.06,-1.72,-4.30,-2.68,.16,1.74,1.45,-2.21,.48,-.46,-2.10,.87,-2.35,-.05,1.99,2.72,3.23,3.62,-2.80,.19,5.22,2.92,1.57,3.16,2.72,3.13,3.48,2.50,3.92,3.03,-2.42,5.21,2.59,2.38,3.35,3.11,3.19,3.24,3.24,3.24,3.34,3.14,3.14,3.14
Lesotho,C,284.74,292.57,285.41,352.67,382.59,323.49,351.18,416.76,480.32,481.35,455.89,447.01,454.67,451.52,464.01,463.69,474.72,469.57,500.92,520.72,542.72,570.73,600.31,611.29,637.62,648.60,677.03,696.70,702.54,701.79,725.70,749.19,753.32,787.38,801.31,830.29,866.72,909.72,971.74,992.33,998.73,1049.30,1116.80,1160.15,1190.02,1217.99,1275.95,1248.88,1233.54,1243.08,1164.95,1174.66,1186.95,1201.56,1219.99,1239.64,1258.07,1278.03,1299.59,1322.80,1347.73,1374.47,1401.74,1429.55,2.75,-2.45,23.56,8.49,-15.45,8.56,18.67,15.25,.21,-5.29,-1.95,1.71,-.69,2.77,-.07,2.38,-1.08,6.68,3.95,4.23,5.16,5.18,1.83,4.31,1.72,4.38,2.91,.84,-.11,3.41,3.24,.55,4.52,1.77,3.62,4.39,4.96,6.82,2.12,.65,5.06,6.43,3.88,2.58,2.35,4.76,-2.12,-1.23,.77,-6.29,.83,1.05,1.23,1.53,1.61,1.49,1.59,1.69,1.79,1.88,1.98,1.98,1.98
Madagascar,C,824.96,838.19,808.61,769.18,766.32,757.58,715.18,713.42,676.48,723.02,709.91,622.61,593.70,582.14,575.51,565.44,559.84,549.94,552.04,557.65,558.11,507.39,498.09,493.38,478.46,471.97,467.75,470.58,474.50,482.24,489.35,503.98,428.97,457.63,468.07,476.52,488.20,501.76,520.71,486.34,476.11,470.65,471.95,470.12,473.20,475.50,481.99,488.51,498.33,509.72,462.20,477.45,486.23,494.45,506.92,519.45,532.53,546.09,560.55,575.39,591.20,606.28,621.75,637.62,1.60,-3.53,-4.88,-.37,-1.14,-5.60,-.25,-5.18,6.88,-1.81,-12.30,-4.64,-1.95,-1.14,-1.75,-.99,-1.77,.38,1.02,.08,-9.09,-1.83,-.95,-3.03,-1.36,-.89,.61,.83,1.63,1.47,2.99,-14.88,6.68,2.28,1.81,2.45,2.78,3.78,-6.60,-2.10,-1.15,.28,-.39,.65,.49,1.36,1.35,2.01,2.29,-9.32,3.30,1.84,1.69,2.52,2.47,2.52,2.55,2.65,2.65,2.75,2.55,2.55,2.55
Malawi,C,229.37,259.54,268.16,266.50,275.92,279.26,281.90,286.87,305.28,308.98,300.70,275.96,274.04,275.39,281.24,285.16,274.29,264.16,256.94,247.16,249.96,262.48,235.39,254.96,234.08,276.22,290.28,293.54,296.98,298.05,294.86,272.68,269.65,276.89,283.32,283.71,287.75,305.25,317.79,332.79,343.73,348.33,343.09,348.99,356.76,354.76,351.72,356.14,357.96,364.21,358.50,359.55,354.31,354.20,356.93,362.39,370.14,378.12,386.26,394.97,403.88,412.60,421.51,430.61,13.15,3.32,-.62,3.54,1.21,.95,1.76,6.42,1.21,-2.68,-8.22,-.70,.49,2.12,1.40,-3.81,-3.69,-2.73,-3.81,1.13,5.01,-10.32,8.31,-8.19,18.00,5.09,1.12,1.17,.36,-1.07,-7.52,-1.11,2.69,2.32,.14,1.42,6.08,4.11,4.72,3.29,1.34,-1.51,1.72,2.23,-.56,-.86,1.26,.51,1.75,-1.57,.29,-1.46,-.03,.77,1.53,2.14,2.15,2.15,2.25,2.25,2.16,2.16,2.16
Mauritania,C,1568.06,1571.07,1533.68,1438.53,1585.58,1477.67,1575.16,1518.42,1481.90,1522.40,1541.93,1562.04,1493.08,1515.29,1434.03,1443.82,1491.51,1484.73,1475.06,1514.94,1457.84,1447.47,1424.52,1453.80,1367.93,1467.67,1528.52,1438.48,1441.77,1456.21,1363.37,1318.25,1302.92,1358.40,1387.37,1469.08,1695.88,1622.14,1577.88,1541.80,1544.89,1571.80,1604.15,1632.62,1664.07,1714.59,1698.16,1719.80,1719.03,1783.07,1715.76,1721.52,1776.77,1830.54,1925.71,2004.61,2077.56,2140.76,2195.44,2238.57,2269.35,2293.90,2318.71,2343.79,.19,-2.38,-6.20,10.22,-6.81,6.60,-3.60,-2.41,2.73,1.28,1.30,-4.41,1.49,-5.36,.68,3.30,-.45,-.65,2.70,-3.77,-.71,-1.59,2.06,-5.91,7.29,4.15,-5.89,.23,1.00,-6.38,-3.31,-1.16,4.26,2.13,5.89,15.44,-4.35,-2.73,-2.29,.20,1.74,2.06,1.77,1.93,3.04,-.96,1.27,-.04,3.73,-3.77,.34,3.21,3.03,5.20,4.10,3.64,3.04,2.55,1.96,1.38,1.08,1.08,1.08
Mauritius,C,1484.20,1529.24,1632.19,1804.28,1922.14,1919.58,2372.83,2486.07,2535.92,2577.19,2276.86,2373.00,2470.66,2455.06,2545.35,2699.69,2940.54,3177.14,3364.76,3486.77,3708.50,3836.40,4036.96,4188.72,4312.29,4449.87,4647.91,4856.63,5096.89,5174.37,5538.37,5666.69,5702.44,5983.87,6186.96,6242.41,6490.75,6805.61,7114.31,7292.49,7553.82,7803.86,8019.01,8231.17,8482.19,8726.71,9005.08,9291.47,9584.05,9867.94,8417.02,8705.81,9209.69,9661.12,10039.47,10428.09,10827.29,11238.72,11665.79,12097.43,12545.03,12997.11,13465.47,13950.71,3.03,6.73,10.54,6.53,-.13,23.61,4.77,2.01,1.63,-11.65,4.22,4.12,-.63,3.68,6.06,8.92,8.05,5.91,3.63,6.36,3.45,5.23,3.76,2.95,3.19,4.45,4.49,4.95,1.52,7.03,2.32,.63,4.94,3.39,.90,3.98,4.85,4.54,2.50,3.58,3.31,2.76,2.65,3.05,2.88,3.19,3.18,3.15,2.96,-14.70,3.43,5.79,4.90,3.92,3.87,3.83,3.80,3.80,3.70,3.70,3.60,3.60,3.60
Mozambique,C,184.66,193.59,197.44,200.85,207.61,210.67,215.54,208.23,204.25,204.09,232.80,237.96,215.92,177.56,162.00,159.67,153.01,176.33,193.42,205.67,205.54,212.42,197.17,211.66,211.09,204.35,221.37,241.08,259.46,284.18,282.11,310.06,332.11,347.89,367.77,384.01,412.28,434.56,455.74,472.88,490.78,512.81,534.76,556.46,581.66,604.51,611.39,617.80,622.26,619.51,596.29,594.56,603.20,617.36,644.01,659.32,671.76,684.20,696.87,709.78,722.92,736.31,749.94,763.83,4.84,1.99,1.73,3.37,1.47,2.31,-3.39,-1.91,-.08,14.07,2.22,-9.26,-17.77,-8.76,-1.44,-4.18,15.25,9.69,6.33,-.07,3.35,-7.18,7.35,-.27,-3.19,8.33,8.91,7.63,9.52,-.73,9.90,7.11,4.75,5.71,4.41,7.36,5.40,4.87,3.76,3.78,4.49,4.28,4.06,4.53,3.93,1.14,1.05,.72,-.44,-3.75,-.29,1.45,2.35,4.32,2.38,1.89,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Namibia,C,,,,,,,,,,,3270.86,3253.23,3169.80,3018.58,2923.35,2854.69,2906.42,2924.68,2831.12,2730.01,2669.13,2808.67,2933.95,2813.07,2789.22,2826.45,2846.27,2896.82,2924.02,2953.01,2971.48,2925.88,3011.34,3096.46,3431.25,3474.36,3674.05,3821.84,3871.32,3830.29,4005.66,4150.71,4292.08,4447.14,4607.57,4719.62,4613.44,4512.24,4456.98,4323.84,3900.58,3964.85,4070.85,4077.77,4085.28,4133.63,4203.60,4269.67,4336.84,4400.81,4461.39,4518.42,4576.18,4634.67,,,,,,,,,,,-.54,-2.56,-4.77,-3.15,-2.35,1.81,.63,-3.20,-3.57,-2.23,5.23,4.46,-4.12,-.85,1.34,.70,1.78,.94,.99,.63,-1.53,2.92,2.83,10.81,1.26,5.75,4.02,1.29,-1.06,4.58,3.62,3.41,3.61,3.61,2.43,-2.25,-2.19,-1.22,-2.99,-9.79,1.65,2.67,.17,.18,1.18,1.69,1.57,1.57,1.47,1.38,1.28,1.28,1.28
Republic of Congo,C,1024.00,1075.18,1137.64,1199.08,1258.92,1318.40,1293.32,1144.74,1183.74,1263.89,1445.68,1653.45,1987.28,2045.71,2128.31,2045.11,1851.84,1803.44,1783.68,1778.37,1745.40,1736.21,1731.13,1663.24,1525.48,1542.80,1566.52,1523.92,1546.08,1467.56,1519.42,1519.46,1555.13,1523.04,1517.74,1569.39,1595.67,1506.22,1538.41,1591.00,1659.00,1660.29,1680.86,1706.72,1787.90,1799.46,1713.99,1648.40,1639.26,1589.15,1456.68,1391.86,1407.10,1415.82,1445.48,1447.62,1452.69,1458.37,1464.08,1468.37,1472.67,1476.99,1481.32,1485.67,5.00,5.81,5.40,4.99,4.72,-1.90,-11.49,3.41,6.77,14.38,14.37,20.19,2.94,4.04,-3.91,-9.45,-2.61,-1.10,-.30,-1.85,-.53,-.29,-3.92,-8.28,1.14,1.54,-2.72,1.45,-5.08,3.53,.00,2.35,-2.06,-.35,3.40,1.67,-5.61,2.14,3.42,4.27,.08,1.24,1.54,4.76,.65,-4.75,-3.83,-.55,-3.06,-8.34,-4.45,1.09,.62,2.09,.15,.35,.39,.39,.29,.29,.29,.29,.29
Rwanda,C,350.42,344.50,335.73,337.32,332.64,315.86,365.27,360.18,379.93,411.69,434.34,443.28,436.60,447.39,415.10,421.24,430.48,415.04,417.88,403.18,382.11,363.77,375.68,330.76,210.08,323.34,302.96,295.49,308.08,317.79,341.79,365.51,405.48,407.18,428.22,458.77,490.39,514.64,557.94,580.35,609.25,639.86,674.98,685.54,707.08,754.38,783.81,794.77,842.66,901.68,854.19,929.98,988.62,1030.20,1089.36,1155.21,1215.94,1279.37,1346.11,1416.40,1490.36,1568.18,1650.06,1736.23,-1.69,-2.55,.48,-1.39,-5.05,15.64,-1.39,5.48,8.36,5.50,2.06,-1.51,2.47,-7.22,1.48,2.19,-3.58,.68,-3.52,-5.23,-4.80,3.28,-11.96,-36.49,53.92,-6.30,-2.46,4.26,3.15,7.55,6.94,10.93,.42,5.17,7.13,6.89,4.95,8.41,4.02,4.98,5.02,5.49,1.56,3.14,6.69,3.90,1.40,6.03,7.00,-5.27,8.87,6.31,4.21,5.74,6.04,5.26,5.22,5.22,5.22,5.22,5.22,5.22,5.22
Seychelles,C,3889.95,4384.30,4562.51,4913.68,4901.45,4955.32,5662.22,5215.87,6252.43,7155.07,6769.35,6142.07,6018.81,5865.26,6069.66,6677.07,6600.13,6828.20,7120.25,7825.02,8279.47,8407.21,8903.41,9349.77,9173.12,9000.50,9345.44,10368.68,11128.00,11196.60,11219.55,10825.92,10828.64,10076.37,9680.49,10437.06,11295.98,12341.61,11952.11,11700.97,12276.50,13118.85,13160.89,13826.68,14322.78,14903.12,15456.67,16004.12,16475.98,17122.63,15529.22,15786.04,16816.02,17643.68,18347.31,19085.03,19795.67,20485.08,21178.79,21853.81,22506.82,23157.56,23827.13,24516.04,12.71,4.06,7.70,-.25,1.10,14.27,-7.88,19.87,14.44,-5.39,-9.27,-2.01,-2.55,3.48,10.01,-1.15,3.46,4.28,9.90,5.81,1.54,5.90,5.01,-1.89,-1.88,3.83,10.95,7.32,.62,.20,-3.51,.03,-6.95,-3.93,7.82,8.23,9.26,-3.16,-2.10,4.92,6.86,.32,5.06,3.59,4.05,3.71,3.54,2.95,3.92,-9.31,1.65,6.52,4.92,3.99,4.02,3.72,3.48,3.39,3.19,2.99,2.89,2.89,2.89
Sudan,C,1014.06,1009.53,933.10,913.47,987.67,1108.79,1255.00,1293.36,1180.37,1087.71,1071.36,1116.72,1147.98,1133.31,1036.80,935.80,950.05,1045.09,1003.18,1052.43,958.13,992.07,1018.29,1029.35,1016.32,1053.04,1090.27,1178.36,1201.48,1210.91,1258.78,1310.45,1363.30,1435.70,1457.90,1531.84,1648.08,1796.63,1891.97,1897.70,1846.02,1878.58,1813.51,1851.23,1851.31,1885.75,1917.58,1939.59,1837.74,1741.25,1633.62,1561.21,1509.72,1398.12,1349.32,1354.89,1353.29,1345.38,1337.51,1329.69,1321.91,1314.18,1306.48,1298.83,-.45,-7.57,-2.10,8.12,12.26,13.19,3.06,-8.74,-7.85,-1.50,4.23,2.80,-1.28,-8.52,-9.74,1.52,10.00,-4.01,4.91,-8.96,3.54,2.64,1.09,-1.27,3.61,3.54,8.08,1.96,.78,3.95,4.10,4.03,5.31,1.55,5.07,7.59,9.01,5.31,.30,-2.72,1.76,-3.46,2.08,.00,1.86,1.69,1.15,-5.25,-5.25,-6.18,-4.43,-3.30,-7.39,-3.49,.41,-.12,-.58,-.58,-.58,-.58,-.59,-.59,-.59
Swaziland/Eswatini,C,914.11,1012.44,1039.15,1102.72,1134.81,1257.77,1197.20,1174.63,1154.77,1150.28,1244.48,1381.90,1358.11,1328.11,1361.40,1363.51,1473.85,1628.02,1655.55,1794.55,2169.65,2111.70,2099.63,2104.08,2146.66,2237.02,2266.63,2307.34,2364.32,2433.71,2412.67,2442.78,2554.41,2658.02,2758.69,2928.45,3109.45,3255.40,3288.01,3338.86,3457.99,3519.24,3681.03,3789.14,3789.84,3843.48,3858.60,3903.00,3961.23,3972.96,3868.38,4140.96,4138.40,4214.88,4287.62,4368.43,4449.98,4534.02,4615.15,4693.14,4767.78,4843.61,4920.64,4998.91,10.76,2.64,6.12,2.91,10.84,-4.82,-1.89,-1.69,-.39,8.19,11.04,-1.72,-2.21,2.51,.16,8.09,10.46,1.69,8.40,20.90,-2.67,-.57,.21,2.02,4.21,1.32,1.80,2.47,2.94,-.86,1.25,4.57,4.06,3.79,6.15,6.18,4.69,1.00,1.55,3.57,1.77,4.60,2.94,.02,1.42,.39,1.15,1.49,.30,-2.63,7.05,-.06,1.85,1.73,1.88,1.87,1.89,1.79,1.69,1.59,1.59,1.59,1.59
São Tomé and Principe,C,1149.97,1191.89,1191.58,1185.38,1230.03,1265.37,1246.86,1492.39,1491.45,1689.14,1630.61,1426.46,1443.71,1361.51,1254.56,1343.99,1239.92,1178.65,1176.80,1187.54,1170.78,1158.22,1144.07,1138.30,1144.10,1146.61,1142.30,1131.36,1136.32,1140.49,1121.00,1096.99,1098.03,1143.97,1161.10,1215.49,1296.65,1309.30,1385.65,1388.86,1450.30,1482.89,1498.84,1540.39,1610.16,1640.50,1678.36,1713.37,1729.66,1742.73,1768.80,1773.53,1771.73,1791.33,1824.05,1859.77,1896.38,1933.78,1971.93,2010.86,2050.56,2091.04,2132.33,2174.43,3.65,-.03,-.52,3.77,2.87,-1.46,19.69,-.06,13.25,-3.47,-12.52,1.21,-5.69,-7.86,7.13,-7.74,-4.94,-.16,.91,-1.41,-1.07,-1.22,-.50,.51,.22,-.38,-.96,.44,.37,-1.71,-2.14,.09,4.18,1.50,4.68,6.68,.98,5.83,.23,4.42,2.25,1.08,2.77,4.53,1.88,2.31,2.09,.95,.76,1.50,.27,-.10,1.11,1.83,1.96,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97
Tanzania,C,532.45,537.95,555.78,554.13,550.60,566.29,585.13,570.20,560.17,563.19,564.08,545.62,533.65,506.40,508.87,517.43,512.39,521.56,526.80,531.67,553.83,549.81,537.50,526.44,514.84,516.63,529.00,534.99,539.09,549.09,556.52,573.09,595.68,616.53,643.72,672.01,695.45,721.23,740.82,759.45,785.81,821.92,834.71,866.40,899.07,928.16,964.74,998.49,1021.83,1050.10,1069.77,1091.34,1111.13,1133.80,1163.90,1195.77,1229.51,1265.43,1302.40,1341.75,1382.29,1425.40,1469.86,1515.70,1.03,3.32,-.30,-.64,2.85,3.33,-2.55,-1.76,.54,.16,-3.27,-2.19,-5.11,.49,1.68,-.97,1.79,1.00,.93,4.17,-.72,-2.24,-2.06,-2.20,.35,2.40,1.13,.77,1.85,1.35,2.98,3.94,3.50,4.41,4.39,3.49,3.71,2.72,2.52,3.47,4.60,1.56,3.80,3.77,3.24,3.94,3.50,2.34,2.77,1.87,2.02,1.81,2.04,2.65,2.74,2.82,2.92,2.92,3.02,3.02,3.12,3.12,3.12
Uganda,C,544.81,546.05,535.77,526.52,515.65,496.88,485.16,480.06,449.85,385.20,364.72,370.25,388.84,399.77,386.05,361.57,351.04,351.40,365.79,374.61,385.20,392.84,392.47,410.05,420.85,456.26,483.85,493.30,501.59,523.79,522.67,532.22,559.59,577.58,599.96,620.17,667.61,703.77,745.07,774.96,796.54,847.39,854.80,859.42,874.83,889.58,896.78,892.49,914.97,945.25,901.33,930.36,942.60,962.69,985.49,1014.07,1053.78,1091.60,1126.54,1159.35,1188.62,1212.88,1237.63,1262.89,.23,-1.88,-1.73,-2.06,-3.64,-2.36,-1.05,-6.29,-14.37,-5.32,1.52,5.02,2.81,-3.43,-6.34,-2.91,.10,4.10,2.41,2.83,1.98,-.09,4.48,2.63,8.41,6.05,1.95,1.68,4.43,-.21,1.83,5.14,3.22,3.88,3.37,7.65,5.42,5.87,4.01,2.79,6.38,.87,.54,1.79,1.69,.81,-.48,2.52,3.31,-4.65,3.22,1.32,2.13,2.37,2.90,3.92,3.59,3.20,2.91,2.52,2.04,2.04,2.04
Zambia,C,1270.02,1235.93,1314.16,1266.53,1311.40,1248.65,1292.15,1200.92,1175.83,1109.99,1112.88,1146.12,1076.02,1016.98,980.48,966.46,941.51,935.10,964.92,928.98,899.38,874.40,836.03,869.33,773.83,776.21,803.64,811.19,785.83,799.98,806.91,824.96,839.78,876.40,915.33,957.02,1005.62,1060.34,1111.55,1181.45,1266.77,1299.14,1358.09,1386.18,1410.02,1409.99,1421.32,1426.64,1439.57,1420.68,1340.49,1361.39,1385.03,1391.43,1402.51,1421.02,1437.52,1454.30,1472.70,1491.35,1510.22,1530.83,1551.72,1572.89,-2.68,6.33,-3.62,3.54,-4.78,3.48,-7.06,-2.09,-5.60,.26,2.99,-6.12,-5.49,-3.59,-1.43,-2.58,-.68,3.19,-3.72,-3.19,-2.78,-4.39,3.98,-10.99,.31,3.53,.94,-3.13,1.80,.87,2.24,1.80,4.36,4.44,4.56,5.08,5.44,4.83,6.29,7.22,2.56,4.54,2.07,1.72,.00,.80,.37,.91,-1.31,-5.64,1.56,1.74,.46,.80,1.32,1.16,1.17,1.27,1.27,1.27,1.36,1.36,1.36
Zimbabwe,C,1465.84,1548.91,1627.27,1630.48,1690.46,1613.57,1582.48,1441.59,1376.63,1397.26,1535.69,1667.74,1665.21,1629.81,1538.74,1585.30,1562.19,1523.14,1580.56,1611.67,1676.00,1721.38,1524.60,1503.62,1624.00,1612.11,1748.47,1763.54,1783.40,1743.37,1673.38,1683.05,1524.28,1261.42,1186.43,1119.30,1074.84,1027.28,840.84,934.64,1108.34,1253.39,1447.79,1461.67,1480.14,1488.03,1478.91,1525.54,1573.55,1421.09,1320.88,1377.23,1404.75,1429.98,1454.28,1480.53,1506.30,1531.43,1556.98,1581.43,1604.71,1628.33,1652.30,1676.62,5.67,5.06,.20,3.68,-4.55,-1.93,-8.90,-4.51,1.50,9.91,8.60,-.15,-2.13,-5.59,3.03,-1.46,-2.50,3.77,1.97,3.99,2.71,-11.43,-1.38,8.01,-.73,8.46,.86,1.13,-2.24,-4.01,.58,-9.43,-17.24,-5.95,-5.66,-3.97,-4.42,-18.15,11.16,18.59,13.09,15.51,.96,1.26,.53,-.61,3.15,3.15,-9.69,-7.05,4.27,2.00,1.80,1.70,1.80,1.74,1.67,1.67,1.57,1.47,1.47,1.47,1.47
High income countries/1,G,16607.04,17163.58,17923.85,18887.29,18957.04,18786.98,19569.01,20176.90,20849.66,21516.96,21588.18,21798.36,21588.55,22049.30,22933.10,23585.55,24194.96,24872.29,25858.57,26551.66,27099.66,27229.68,27565.75,27730.85,28446.96,29139.10,29821.90,30660.45,31348.68,32226.77,33321.51,33606.88,33938.16,34504.81,35467.93,36300.90,37208.76,37951.92,37800.04,36335.88,37192.93,37710.35,38035.49,38415.31,39040.38,39793.71,40272.13,41058.55,41848.47,42435.76,40472.54,42570.16,43614.48,44052.96,44548.47,45260.80,46045.54,46803.36,47507.55,48200.63,48888.87,49552.32,50225.01,50907.09,3.35,4.43,5.38,.37,-.90,4.16,3.11,3.33,3.20,.33,.97,-.96,2.13,4.01,2.85,2.58,2.80,3.97,2.68,2.06,.48,1.23,.60,2.58,2.43,2.34,2.81,2.24,2.80,3.40,.86,.99,1.67,2.79,2.35,2.50,2.00,-.40,-3.87,2.36,1.39,.86,1.00,1.63,1.93,1.20,1.95,1.92,1.40,-4.63,5.18,2.45,1.01,1.12,1.60,1.73,1.65,1.50,1.46,1.43,1.36,1.36,1.36
High income countries less USA/2,G,13907.90,14479.17,15147.22,16023.53,16241.05,16116.55,16764.92,17237.54,17702.91,18371.98,18594.60,18714.26,18701.91,18947.54,19466.47,19966.19,20478.22,21069.86,21978.76,22572.22,23191.91,23512.54,23669.55,23678.41,24238.25,24916.88,25440.48,26066.91,26464.97,27054.18,28010.14,28370.29,28659.74,29065.56,29844.46,30481.75,31338.83,32158.71,32152.67,30802.92,31629.11,32163.35,32303.18,32584.72,33067.60,33625.71,34110.29,34837.95,35394.35,35782.34,33793.34,35439.97,36526.13,36845.96,37357.59,37990.86,38597.15,39188.98,39773.58,40361.17,40937.14,41499.55,42070.39,42649.82,4.11,4.61,5.79,1.36,-.77,4.02,2.82,2.70,3.78,1.21,.64,-.07,1.31,2.74,2.57,2.56,2.89,4.31,2.70,2.75,1.38,.67,.04,2.36,2.80,2.10,2.46,1.53,2.23,3.53,1.29,1.02,1.42,2.68,2.14,2.81,2.62,-.02,-4.20,2.68,1.69,.43,.87,1.48,1.69,1.44,2.13,1.60,1.10,-5.56,4.87,3.06,.88,1.39,1.70,1.60,1.53,1.49,1.48,1.43,1.37,1.38,1.38
Upper-middle income countries/3,G,1610.43,1669.28,1722.83,1815.54,1882.41,1929.03,1994.14,2055.91,2120.94,2244.93,2364.52,2387.82,2424.87,2426.90,2518.36,2578.83,2649.39,2724.11,2790.74,2822.09,2851.52,2851.90,2840.46,2915.94,2986.54,3049.62,3176.67,3327.85,3398.54,3455.57,3643.54,3748.79,3900.45,4106.95,4410.93,4720.54,5108.20,5564.08,5885.97,6005.75,6468.35,6876.35,7233.10,7588.46,7897.10,8182.08,8478.99,8867.61,9247.12,9583.16,9488.60,10184.94,10453.99,10845.89,11269.90,11702.21,12143.85,12592.80,13053.37,13540.47,14012.49,14473.20,14949.40,15441.62,3.65,3.21,5.38,3.68,2.48,3.38,3.10,3.16,5.85,5.33,.99,1.55,.08,3.77,2.40,2.74,2.82,2.45,1.12,1.04,.01,-.40,2.66,2.42,2.11,4.17,4.76,2.12,1.68,5.44,2.89,4.05,5.29,7.40,7.02,8.21,8.92,5.79,2.04,7.70,6.31,5.19,4.91,4.07,3.61,3.63,4.58,4.28,3.63,-.99,7.34,2.64,3.75,3.91,3.84,3.77,3.70,3.66,3.73,3.49,3.29,3.29,3.29
